Subject Label,Subject URI,Predicate Label,Predicate URI,Predicate Symmetry,Object Label,Object URI,Context
 Hansen N.,http://lab3sdm/Hansen N.,writes,writes,Assymetric,Comparing in Situ Soil Water Characteristic Curves to Those Generated in the Lab,http://lab3sdm/Comparing in Situ Soil Water Characteristic Curves to Those Generated in the Lab,
 Hopkins B.,http://lab3sdm/Hopkins B.,writes,writes,Assymetric,Comparing in Situ Soil Water Characteristic Curves to Those Generated in the Lab,http://lab3sdm/Comparing in Situ Soil Water Characteristic Curves to Those Generated in the Lab,
 Evans S.,http://lab3sdm/Evans S.,writes,writes,Assymetric,Comparing in Situ Soil Water Characteristic Curves to Those Generated in the Lab,http://lab3sdm/Comparing in Situ Soil Water Characteristic Curves to Those Generated in the Lab,
 Campbell E.,http://lab3sdm/Campbell E.,writes,writes,Assymetric,Comparing in Situ Soil Water Characteristic Curves to Those Generated in the Lab,http://lab3sdm/Comparing in Situ Soil Water Characteristic Curves to Those Generated in the Lab,
 Cobos D.,http://lab3sdm/Cobos D.,writes,writes,Assymetric,Comparing in Situ Soil Water Characteristic Curves to Those Generated in the Lab,http://lab3sdm/Comparing in Situ Soil Water Characteristic Curves to Those Generated in the Lab,
Franke K.W.,http://lab3sdm/Franke K.W.,writes,writes,Assymetric,Optimization of Grid Spacing Pattern for the Development of Reference Parameter Maps for Liquefaction-Induced Free-Field Settlement,http://lab3sdm/Optimization of Grid Spacing Pattern for the Development of Reference Parameter Maps for Liquefaction-Induced Free-Field Settlement,
 Error B.M.,http://lab3sdm/Error B.M.,writes,writes,Assymetric,Optimization of Grid Spacing Pattern for the Development of Reference Parameter Maps for Liquefaction-Induced Free-Field Settlement,http://lab3sdm/Optimization of Grid Spacing Pattern for the Development of Reference Parameter Maps for Liquefaction-Induced Free-Field Settlement,
Franke K.W.,http://lab3sdm/Franke K.W.,writes,writes,Assymetric,The use of unmanned aerial vehicles and structures from motion to measure the volume change at a deep dynamic compaction site,http://lab3sdm/The use of unmanned aerial vehicles and structures from motion to measure the volume change at a deep dynamic compaction site,
 Nguyen T.,http://lab3sdm/Nguyen T.,writes,writes,Assymetric,The use of unmanned aerial vehicles and structures from motion to measure the volume change at a deep dynamic compaction site,http://lab3sdm/The use of unmanned aerial vehicles and structures from motion to measure the volume change at a deep dynamic compaction site,
 Shao L.,http://lab3sdm/Shao L.,writes,writes,Assymetric,The use of unmanned aerial vehicles and structures from motion to measure the volume change at a deep dynamic compaction site,http://lab3sdm/The use of unmanned aerial vehicles and structures from motion to measure the volume change at a deep dynamic compaction site,
 Bender C.,http://lab3sdm/Bender C.,writes,writes,Assymetric,The use of unmanned aerial vehicles and structures from motion to measure the volume change at a deep dynamic compaction site,http://lab3sdm/The use of unmanned aerial vehicles and structures from motion to measure the volume change at a deep dynamic compaction site,
 Wolfe D.,http://lab3sdm/Wolfe D.,writes,writes,Assymetric,The use of unmanned aerial vehicles and structures from motion to measure the volume change at a deep dynamic compaction site,http://lab3sdm/The use of unmanned aerial vehicles and structures from motion to measure the volume change at a deep dynamic compaction site,
 Hedengren J.D.,http://lab3sdm/Hedengren J.D.,writes,writes,Assymetric,The use of unmanned aerial vehicles and structures from motion to measure the volume change at a deep dynamic compaction site,http://lab3sdm/The use of unmanned aerial vehicles and structures from motion to measure the volume change at a deep dynamic compaction site,
 Reimschiissel B.,http://lab3sdm/Reimschiissel B.,writes,writes,Assymetric,The use of unmanned aerial vehicles and structures from motion to measure the volume change at a deep dynamic compaction site,http://lab3sdm/The use of unmanned aerial vehicles and structures from motion to measure the volume change at a deep dynamic compaction site,
Franke K.W.,http://lab3sdm/Franke K.W.,writes,writes,Assymetric,"Probabilistic Lateral Spread Evaluation for Long, Linear Infrastructure Using Performance-Based Reference Parameter Maps","http://lab3sdm/Probabilistic Lateral Spread Evaluation for Long, Linear Infrastructure Using Performance-Based Reference Parameter Maps",
 Youd T.L.,http://lab3sdm/Youd T.L.,writes,writes,Assymetric,"Probabilistic Lateral Spread Evaluation for Long, Linear Infrastructure Using Performance-Based Reference Parameter Maps","http://lab3sdm/Probabilistic Lateral Spread Evaluation for Long, Linear Infrastructure Using Performance-Based Reference Parameter Maps",
 Ekstrom L.T.,http://lab3sdm/Ekstrom L.T.,writes,writes,Assymetric,"Probabilistic Lateral Spread Evaluation for Long, Linear Infrastructure Using Performance-Based Reference Parameter Maps","http://lab3sdm/Probabilistic Lateral Spread Evaluation for Long, Linear Infrastructure Using Performance-Based Reference Parameter Maps",
 He J.,http://lab3sdm/He J.,writes,writes,Assymetric,"Probabilistic Lateral Spread Evaluation for Long, Linear Infrastructure Using Performance-Based Reference Parameter Maps","http://lab3sdm/Probabilistic Lateral Spread Evaluation for Long, Linear Infrastructure Using Performance-Based Reference Parameter Maps",
Franke K.W.,http://lab3sdm/Franke K.W.,writes,writes,Assymetric,Testing and analysis grapgh DB,http://lab3sdm/Testing and analysis grapgh DB,
 Youd T.L.,http://lab3sdm/Youd T.L.,writes,writes,Assymetric,Testing and analysis grapgh DB,http://lab3sdm/Testing and analysis grapgh DB,
 Ekstrom L.T.,http://lab3sdm/Ekstrom L.T.,writes,writes,Assymetric,Testing and analysis grapgh DB,http://lab3sdm/Testing and analysis grapgh DB,
 He J.,http://lab3sdm/He J.,writes,writes,Assymetric,Testing and analysis grapgh DB,http://lab3sdm/Testing and analysis grapgh DB,
Fredrickson A.,http://lab3sdm/Fredrickson A.,writes,writes,Assymetric,Passive force-deflection behavior of geosynthetic-reinforced soil backfill based on large-scale tests,http://lab3sdm/Passive force-deflection behavior of geosynthetic-reinforced soil backfill based on large-scale tests,
 Rollins K.M.,http://lab3sdm/Rollins K.M.,writes,writes,Assymetric,Passive force-deflection behavior of geosynthetic-reinforced soil backfill based on large-scale tests,http://lab3sdm/Passive force-deflection behavior of geosynthetic-reinforced soil backfill based on large-scale tests,
 Nicks J.,http://lab3sdm/Nicks J.,writes,writes,Assymetric,Passive force-deflection behavior of geosynthetic-reinforced soil backfill based on large-scale tests,http://lab3sdm/Passive force-deflection behavior of geosynthetic-reinforced soil backfill based on large-scale tests,
Ishimwe E.,http://lab3sdm/Ishimwe E.,writes,writes,Assymetric,Analysis of post-liquefaction axial capacities of driven pile and drilled shaft foundations,http://lab3sdm/Analysis of post-liquefaction axial capacities of driven pile and drilled shaft foundations,
 Coffman R.A.,http://lab3sdm/Coffman R.A.,writes,writes,Assymetric,Analysis of post-liquefaction axial capacities of driven pile and drilled shaft foundations,http://lab3sdm/Analysis of post-liquefaction axial capacities of driven pile and drilled shaft foundations,
 Rollins K.M.,http://lab3sdm/Rollins K.M.,writes,writes,Assymetric,Analysis of post-liquefaction axial capacities of driven pile and drilled shaft foundations,http://lab3sdm/Analysis of post-liquefaction axial capacities of driven pile and drilled shaft foundations,
Lopez J.S.,http://lab3sdm/Lopez J.S.,writes,writes,Assymetric,Gravelly Soil Liquefaction after the 2016 Ecuador Earthquake,http://lab3sdm/Gravelly Soil Liquefaction after the 2016 Ecuador Earthquake,
 Vera-Grunauer X.,http://lab3sdm/Vera-Grunauer X.,writes,writes,Assymetric,Gravelly Soil Liquefaction after the 2016 Ecuador Earthquake,http://lab3sdm/Gravelly Soil Liquefaction after the 2016 Ecuador Earthquake,
 Rollins K.,http://lab3sdm/Rollins K.,writes,writes,Assymetric,Gravelly Soil Liquefaction after the 2016 Ecuador Earthquake,http://lab3sdm/Gravelly Soil Liquefaction after the 2016 Ecuador Earthquake,
 Salvatierra G.,http://lab3sdm/Salvatierra G.,writes,writes,Assymetric,Gravelly Soil Liquefaction after the 2016 Ecuador Earthquake,http://lab3sdm/Gravelly Soil Liquefaction after the 2016 Ecuador Earthquake,
Morales C.,http://lab3sdm/Morales C.,writes,writes,Assymetric,"Simplified Evaluation of the Seismic Failure of an Old Wharf during the 2014 Mw 8.2 Pisagua, Chile, Earthquake","http://lab3sdm/Simplified Evaluation of the Seismic Failure of an Old Wharf during the 2014 Mw 8.2 Pisagua, Chile, Earthquake",
 Ledezma C.,http://lab3sdm/Ledezma C.,writes,writes,Assymetric,"Simplified Evaluation of the Seismic Failure of an Old Wharf during the 2014 Mw 8.2 Pisagua, Chile, Earthquake","http://lab3sdm/Simplified Evaluation of the Seismic Failure of an Old Wharf during the 2014 Mw 8.2 Pisagua, Chile, Earthquake",
 Sez E.,http://lab3sdm/Sez E.,writes,writes,Assymetric,"Simplified Evaluation of the Seismic Failure of an Old Wharf during the 2014 Mw 8.2 Pisagua, Chile, Earthquake","http://lab3sdm/Simplified Evaluation of the Seismic Failure of an Old Wharf during the 2014 Mw 8.2 Pisagua, Chile, Earthquake",
 Rollins K.,http://lab3sdm/Rollins K.,writes,writes,Assymetric,"Simplified Evaluation of the Seismic Failure of an Old Wharf during the 2014 Mw 8.2 Pisagua, Chile, Earthquake","http://lab3sdm/Simplified Evaluation of the Seismic Failure of an Old Wharf during the 2014 Mw 8.2 Pisagua, Chile, Earthquake",
Rollins K.M.,http://lab3sdm/Rollins K.M.,writes,writes,Assymetric,Lateral Resistance of Abutment Piles Near Mechanically Stabilized Earth Walls,http://lab3sdm/Lateral Resistance of Abutment Piles Near Mechanically Stabilized Earth Walls,
 Luna A.,http://lab3sdm/Luna A.,writes,writes,Assymetric,Lateral Resistance of Abutment Piles Near Mechanically Stabilized Earth Walls,http://lab3sdm/Lateral Resistance of Abutment Piles Near Mechanically Stabilized Earth Walls,
 Budd R.,http://lab3sdm/Budd R.,writes,writes,Assymetric,Lateral Resistance of Abutment Piles Near Mechanically Stabilized Earth Walls,http://lab3sdm/Lateral Resistance of Abutment Piles Near Mechanically Stabilized Earth Walls,
 Besendorfer J.,http://lab3sdm/Besendorfer J.,writes,writes,Assymetric,Lateral Resistance of Abutment Piles Near Mechanically Stabilized Earth Walls,http://lab3sdm/Lateral Resistance of Abutment Piles Near Mechanically Stabilized Earth Walls,
 Hatch C.,http://lab3sdm/Hatch C.,writes,writes,Assymetric,Lateral Resistance of Abutment Piles Near Mechanically Stabilized Earth Walls,http://lab3sdm/Lateral Resistance of Abutment Piles Near Mechanically Stabilized Earth Walls,
 Han J.,http://lab3sdm/Han J.,writes,writes,Assymetric,Lateral Resistance of Abutment Piles Near Mechanically Stabilized Earth Walls,http://lab3sdm/Lateral Resistance of Abutment Piles Near Mechanically Stabilized Earth Walls,
 Gladstone R.,http://lab3sdm/Gladstone R.,writes,writes,Assymetric,Lateral Resistance of Abutment Piles Near Mechanically Stabilized Earth Walls,http://lab3sdm/Lateral Resistance of Abutment Piles Near Mechanically Stabilized Earth Walls,
Rollins K.M.,http://lab3sdm/Rollins K.M.,writes,writes,Assymetric,Geofoam inclusions for reducing passive force on bridge abutments based on large-scale tests,http://lab3sdm/Geofoam inclusions for reducing passive force on bridge abutments based on large-scale tests,
 Scott E.,http://lab3sdm/Scott E.,writes,writes,Assymetric,Geofoam inclusions for reducing passive force on bridge abutments based on large-scale tests,http://lab3sdm/Geofoam inclusions for reducing passive force on bridge abutments based on large-scale tests,
 Marsh A.,http://lab3sdm/Marsh A.,writes,writes,Assymetric,Geofoam inclusions for reducing passive force on bridge abutments based on large-scale tests,http://lab3sdm/Geofoam inclusions for reducing passive force on bridge abutments based on large-scale tests,
Rollins K.M.,http://lab3sdm/Rollins K.M.,writes,writes,Assymetric,Evaluation of Dynamic Cone Penetration Test for Liquefaction Assessment of Gravels from Case Histories in Idaho,http://lab3sdm/Evaluation of Dynamic Cone Penetration Test for Liquefaction Assessment of Gravels from Case Histories in Idaho,
 Talbot M.,http://lab3sdm/Talbot M.,writes,writes,Assymetric,Evaluation of Dynamic Cone Penetration Test for Liquefaction Assessment of Gravels from Case Histories in Idaho,http://lab3sdm/Evaluation of Dynamic Cone Penetration Test for Liquefaction Assessment of Gravels from Case Histories in Idaho,
 Leslie Youd T.,http://lab3sdm/Leslie Youd T.,writes,writes,Assymetric,Evaluation of Dynamic Cone Penetration Test for Liquefaction Assessment of Gravels from Case Histories in Idaho,http://lab3sdm/Evaluation of Dynamic Cone Penetration Test for Liquefaction Assessment of Gravels from Case Histories in Idaho,
Rollins K.M.,http://lab3sdm/Rollins K.M.,writes,writes,Assymetric,Passive Force-Deflection Curves for Controlled Low-Strength Material (CLSM) and Lightweight Cellular Concrete (LCC),http://lab3sdm/Passive Force-Deflection Curves for Controlled Low-Strength Material (CLSM) and Lightweight Cellular Concrete (LCC),
 Wagstaff K.B.,http://lab3sdm/Wagstaff K.B.,writes,writes,Assymetric,Passive Force-Deflection Curves for Controlled Low-Strength Material (CLSM) and Lightweight Cellular Concrete (LCC),http://lab3sdm/Passive Force-Deflection Curves for Controlled Low-Strength Material (CLSM) and Lightweight Cellular Concrete (LCC),
 Black R.,http://lab3sdm/Black R.,writes,writes,Assymetric,Passive Force-Deflection Curves for Controlled Low-Strength Material (CLSM) and Lightweight Cellular Concrete (LCC),http://lab3sdm/Passive Force-Deflection Curves for Controlled Low-Strength Material (CLSM) and Lightweight Cellular Concrete (LCC),
Russell D.N.,http://lab3sdm/Russell D.N.,writes,writes,Assymetric,Lateral resistance of piles within corrugated metal sleeves,http://lab3sdm/Lateral resistance of piles within corrugated metal sleeves,
 Rollins K.M.,http://lab3sdm/Rollins K.M.,writes,writes,Assymetric,Lateral resistance of piles within corrugated metal sleeves,http://lab3sdm/Lateral resistance of piles within corrugated metal sleeves,
Zobell B.,http://lab3sdm/Zobell B.,writes,writes,Assymetric,In situ bubble characterization during resin infusion for process simulation of voids,http://lab3sdm/In situ bubble characterization during resin infusion for process simulation of voids,
 George A.,http://lab3sdm/George A.,writes,writes,Assymetric,In situ bubble characterization during resin infusion for process simulation of voids,http://lab3sdm/In situ bubble characterization during resin infusion for process simulation of voids,
Chetty V.,http://lab3sdm/Chetty V.,writes,writes,Assymetric,Necessary and sufficient conditions for identifiability of interconnected subsystems,http://lab3sdm/Necessary and sufficient conditions for identifiability of interconnected subsystems,
 Warnick S.,http://lab3sdm/Warnick S.,writes,writes,Assymetric,Necessary and sufficient conditions for identifiability of interconnected subsystems,http://lab3sdm/Necessary and sufficient conditions for identifiability of interconnected subsystems,
Vosughi A.,http://lab3sdm/Vosughi A.,writes,writes,Assymetric,Local control and estimation performance in dynamical networks: Structural and graph-theoretic results,http://lab3sdm/Local control and estimation performance in dynamical networks: Structural and graph-theoretic results,
 Johnson C.,http://lab3sdm/Johnson C.,writes,writes,Assymetric,Local control and estimation performance in dynamical networks: Structural and graph-theoretic results,http://lab3sdm/Local control and estimation performance in dynamical networks: Structural and graph-theoretic results,
 Roy S.,http://lab3sdm/Roy S.,writes,writes,Assymetric,Local control and estimation performance in dynamical networks: Structural and graph-theoretic results,http://lab3sdm/Local control and estimation performance in dynamical networks: Structural and graph-theoretic results,
